session_id,player_id,session_date,platform,country,duration_sec,rounds_played,rounds_won
S0017899,P00777,2024-02-28,android,GB,2886,4,3
S0017900,P00777,2024-02-28,android,GB,862,8,0
S0017901,P00777,2024-02-29,android,GB,2129,6,0
S0017902,P00777,2024-03-08,android,GB,1605,5,1
S0017903,P00778,2024-03-30,android,GB,1921,4,1
S0017904,P00778,2024-03-30,android,GB,1425,8,1
S0017905,P00778,2024-03-30,android,GB,1405,5,2
S0017906,P00778,2024-03-30,android,GB,1983,6,0
S0017907,P00778,2024-03-30,android,GB,991,4,1
S0017908,P00778,2024-03-31,android,GB,987,5,2
S0017909,P00778,2024-03-31,android,GB,1458,3,1
S0017910,P00779,2024-02-08,android,DE,1424,8,3
S0017911,P00779,2024-02-09,android,DE,989,3,3
S0017912,P00779,2024-02-09,android,DE,3148,8,0
S0017913,P00779,2024-02-09,android,DE,1479,7,2
S0017914,P00779,2024-02-10,android,DE,1578,6,0
S0017915,P00779,2024-02-11,android,DE,815,7,1
S0017916,P00779,2024-02-11,android,DE,5400,7,0
S0017917,P00779,2024-02-11,android,DE,5400,6,2
S0017918,P00779,2024-02-11,android,DE,1132,4,2
S0017919,P00779,2024-02-13,android,DE,3773,2,2
S0017920,P00779,2024-02-13,android,DE,1711,1,0
S0017921,P00779,2024-02-15,android,DE,4732,5,2
S0017922,P00779,2024-02-15,android,DE,2212,6,2
S0017923,P00779,2024-02-16,android,DE,1919,2,0
S0017924,P00779,2024-02-16,android,DE,403,2,0
S0017925,P00780,2024-03-28,android,GB,1067,2,0
S0017926,P00780,2024-03-28,android,GB,1830,2,1
S0017927,P00780,2024-03-28,android,GB,2036,2,2
S0017928,P00780,2024-03-29,android,GB,872,6,0
S0017929,P00780,2024-03-29,android,GB,1167,8,1
S0017930,P00781,2024-03-17,ios,IN,2520,3,1
S0017931,P00781,2024-03-17,ios,IN,788,4,0
S0017932,P00781,2024-03-18,ios,IN,1959,3,0
S0017933,P00781,2024-03-19,ios,IN,3800,8,2
S0017934,P00781,2024-03-20,ios,IN,2278,8,0
S0017935,P00781,2024-03-20,ios,IN,2211,1,1
S0017936,P00781,2024-03-20,ios,IN,538,5,2
S0017937,P00781,2024-03-21,ios,IN,1104,1,0
S0017938,P00781,2024-03-21,ios,IN,5400,7,3
S0017939,P00781,2024-03-21,ios,IN,1262,7,2
S0017940,P00781,2024-03-22,ios,IN,3861,6,1
S0017941,P00781,2024-03-22,ios,IN,1253,4,3
S0017942,P00781,2024-03-23,ios,IN,1530,4,1
S0017943,P00781,2024-03-23,ios,IN,2463,4,3
S0017944,P00781,2024-03-23,ios,IN,1920,5,3
S0017945,P00781,2024-03-23,ios,IN,2273,6,2
S0017946,P00781,2024-03-24,ios,IN,1106,6,1
S0017947,P00781,2024-03-25,ios,IN,914,6,0
S0017948,P00781,2024-03-26,ios,IN,1062,6,3
S0017949,P00781,2024-03-28,ios,IN,1313,1,1
S0017950,P00781,2024-03-28,ios,IN,1575,8,1
S0017951,P00781,2024-03-29,ios,IN,3368,3,1
S0017952,P00782,2024-01-16,ios,BR,1905,7,1
S0017953,P00782,2024-01-16,ios,BR,2418,8,1
S0017954,P00782,2024-01-17,ios,BR,1968,1,0
S0017955,P00782,2024-01-18,ios,BR,925,5,0
S0017956,P00782,2024-01-19,ios,BR,1826,3,1
S0017957,P00782,2024-01-19,ios,BR,1955,3,3
S0017958,P00782,2024-01-19,ios,BR,2852,3,2
S0017959,P00782,2024-01-19,ios,BR,952,6,1
S0017960,P00782,2024-01-21,ios,BR,531,8,3
S0017961,P00782,2024-01-21,ios,BR,2009,4,2
S0017962,P00782,2024-01-21,ios,BR,2235,1,1
S0017963,P00782,2024-01-21,ios,BR,1623,4,3
S0017964,P00783,2024-03-14,ios,BR,1838,1,0
S0017965,P00783,2024-03-14,ios,BR,3063,8,1
S0017966,P00783,2024-03-15,ios,BR,1372,8,1
S0017967,P00783,2024-03-15,ios,BR,1529,1,0
S0017968,P00783,2024-03-15,ios,BR,1895,7,3
S0017969,P00783,2024-03-17,ios,BR,869,5,3
S0017970,P00783,2024-03-17,ios,BR,1650,6,0
S0017971,P00783,2024-03-18,ios,BR,1740,6,3
S0017972,P00783,2024-03-19,ios,BR,4828,4,2
S0017973,P00783,2024-03-19,ios,BR,1511,8,0
S0017974,P00783,2024-03-19,ios,BR,2038,4,2
S0017975,P00783,2024-03-19,ios,BR,3137,1,1
S0017976,P00783,2024-03-19,ios,BR,1093,3,3
S0017977,P00783,2024-03-20,ios,BR,4127,4,3
S0017978,P00783,2024-03-21,ios,BR,5209,8,3
S0017979,P00783,2024-03-22,ios,BR,1776,6,2
S0017980,P00783,2024-03-22,ios,BR,1308,2,2
S0017981,P00783,2024-03-23,ios,BR,4799,1,0
S0017982,P00783,2024-03-25,ios,BR,2914,7,2
S0017983,P00783,2024-03-26,ios,BR,1899,2,1
S0017984,P00783,2024-03-26,ios,BR,4256,6,2
S0017985,P00784,2024-01-06,ios,US,3994,3,2
S0017986,P00784,2024-01-07,ios,US,1477,1,0
S0017987,P00784,2024-01-07,ios,US,2099,4,0
S0017988,P00784,2024-01-07,ios,US,2555,8,1
S0017989,P00784,2024-01-07,ios,US,1839,8,3
S0017990,P00784,2024-01-08,ios,US,784,8,0
S0017991,P00784,2024-01-11,ios,US,1029,2,2
S0017992,P00784,2024-01-11,ios,US,800,6,1
S0017993,P00784,2024-01-11,ios,US,2430,7,1
S0017994,P00784,2024-01-11,ios,US,888,1,0
S0017995,P00784,2024-01-13,ios,US,2029,6,3
S0017996,P00784,2024-01-13,ios,US,5400,8,2
S0017997,P00784,2024-01-14,ios,US,4258,1,1
S0017998,P00784,2024-01-14,ios,US,600,4,1
S0017999,P00784,2024-01-15,ios,US,839,2,1
S0018000,P00784,2024-01-15,ios,US,1134,6,0
S0018001,P00784,2024-01-15,ios,US,896,7,0
S0018002,P00784,2024-01-17,ios,US,670,2,2
S0018003,P00784,2024-01-17,ios,US,1796,1,1
S0018004,P00784,2024-01-17,ios,US,2760,6,0
S0018005,P00784,2024-01-17,ios,US,3204,4,0
S0018006,P00784,2024-01-17,ios,US,1360,2,1
S0018007,P00784,2024-01-18,ios,US,1535,4,0
S0018008,P00784,2024-01-18,ios,US,2238,8,2
S0018009,P00784,2024-01-19,ios,US,1694,7,1
S0018010,P00784,2024-01-19,ios,US,2940,7,2
S0018011,P00784,2024-01-19,ios,US,2340,7,0
S0018012,P00784,2024-01-20,ios,US,1442,8,0
S0018013,P00784,2024-01-20,ios,US,593,3,3
S0018014,P00784,2024-01-20,ios,US,4444,8,2
S0018015,P00784,2024-01-20,ios,US,1197,2,1
S0018016,P00784,2024-01-20,ios,US,2240,7,2
S0018017,P00784,2024-01-22,ios,US,572,3,1
S0018018,P00784,2024-01-22,ios,US,1795,2,1
S0018019,P00784,2024-01-25,ios,US,1920,2,2
S0018020,P00784,2024-01-29,ios,US,1976,4,1
S0018021,P00784,2024-01-30,ios,US,5400,1,0
S0018022,P00784,2024-01-30,ios,US,1238,4,3
S0018023,P00784,2024-01-31,ios,US,2958,5,3
S0018024,P00784,2024-01-31,ios,US,2474,1,1
S0018025,P00784,2024-01-31,ios,US,1203,2,2
S0018026,P00784,2024-02-03,ios,US,2931,5,2
S0018027,P00785,2024-02-14,android,TR,1638,6,1
S0018028,P00785,2024-02-15,android,TR,3056,8,0
S0018029,P00785,2024-02-15,android,TR,5400,4,1
S0018030,P00785,2024-02-15,android,TR,1979,3,3
S0018031,P00785,2024-02-15,android,TR,1527,4,0
S0018032,P00785,2024-02-15,android,TR,3397,4,0
S0018033,P00785,2024-02-16,android,TR,4179,4,3
S0018034,P00785,2024-02-16,android,TR,1064,2,2
S0018035,P00785,2024-02-16,android,TR,1377,7,2
S0018036,P00785,2024-02-16,android,TR,2711,3,2
S0018037,P00785,2024-02-17,android,TR,1670,3,2
S0018038,P00785,2024-02-17,android,TR,1019,8,0
S0018039,P00785,2024-02-19,android,TR,2500,2,2
S0018040,P00785,2024-02-20,android,TR,2705,4,0
S0018041,P00785,2024-02-21,android,TR,1479,3,2
S0018042,P00785,2024-02-21,android,TR,1875,7,1
S0018043,P00785,2024-02-23,android,TR,1279,1,0
S0018044,P00785,2024-02-25,android,TR,937,1,1
S0018045,P00785,2024-02-25,android,TR,1341,1,0
S0018046,P00785,2024-02-25,android,TR,1890,8,3
S0018047,P00785,2024-02-25,android,TR,746,2,1
S0018048,P00785,2024-02-25,android,TR,1401,8,0
S0018049,P00785,2024-02-26,android,TR,1905,4,1
S0018050,P00785,2024-02-26,android,TR,3702,3,1
S0018051,P00785,2024-02-27,android,TR,1498,3,1
S0018052,P00785,2024-02-29,android,TR,856,8,3
S0018053,P00785,2024-02-29,android,TR,1594,2,1
S0018054,P00785,2024-03-01,android,TR,1286,5,1
S0018055,P00785,2024-03-03,android,TR,2518,8,0
S0018056,P00785,2024-03-03,android,TR,1476,8,3
S0018057,P00785,2024-03-04,android,TR,355,2,1
S0018058,P00785,2024-03-04,android,TR,5400,4,2
S0018059,P00785,2024-03-05,android,TR,1969,5,1
S0018060,P00785,2024-03-06,android,TR,1907,2,0
S0018061,P00785,2024-03-15,android,TR,717,5,0
S0018062,P00785,2024-03-15,android,TR,750,3,2
S0018063,P00785,2024-03-17,android,TR,1710,5,3
S0018064,P00785,2024-03-20,android,TR,2212,8,1
S0018065,P00786,2024-03-09,ios,IN,2755,8,0
S0018066,P00786,2024-03-09,ios,IN,2084,6,1
S0018067,P00786,2024-03-09,ios,IN,887,5,1
S0018068,P00786,2024-03-09,ios,IN,402,6,0
S0018069,P00786,2024-03-09,ios,IN,1702,8,0
S0018070,P00786,2024-03-10,ios,IN,1312,6,0
S0018071,P00786,2024-03-10,ios,IN,847,3,0
S0018072,P00786,2024-03-10,ios,IN,2971,6,2
S0018073,P00786,2024-03-14,ios,IN,702,4,0
S0018074,P00786,2024-03-14,ios,IN,2618,8,0
S0018075,P00786,2024-03-15,ios,IN,775,7,0
S0018076,P00786,2024-03-15,ios,IN,1959,1,1
S0018077,P00786,2024-03-15,ios,IN,3166,2,0
S0018078,P00787,2024-02-24,android,ID,1476,3,3
S0018079,P00787,2024-02-25,android,ID,4983,1,1
S0018080,P00787,2024-02-25,android,ID,5400,2,0
S0018081,P00787,2024-02-26,android,ID,2084,7,3
S0018082,P00787,2024-02-27,android,ID,2501,8,3
S0018083,P00787,2024-02-27,android,ID,3416,1,0
S0018084,P00787,2024-02-28,android,ID,2506,2,1
S0018085,P00787,2024-02-28,android,ID,2350,4,1
S0018086,P00787,2024-02-28,android,ID,1320,5,1
S0018087,P00787,2024-02-29,android,ID,656,1,1
S0018088,P00787,2024-02-29,android,ID,785,8,2
S0018089,P00787,2024-03-02,android,ID,5400,2,1
S0018090,P00787,2024-03-02,android,ID,2193,6,3
S0018091,P00787,2024-03-03,android,ID,1560,7,2
S0018092,P00787,2024-03-03,android,ID,3858,4,1
S0018093,P00787,2024-03-04,android,ID,1153,7,3
S0018094,P00787,2024-03-05,android,ID,2565,2,1
S0018095,P00787,2024-03-05,android,ID,1893,7,0
S0018096,P00787,2024-03-05,android,ID,2382,4,1
S0018097,P00787,2024-03-06,android,ID,1477,1,0
S0018098,P00788,2024-03-25,ios,ID,1013,3,2
S0018099,P00788,2024-03-25,ios,ID,1103,1,0
S0018100,P00788,2024-03-25,ios,ID,1129,6,1
S0018101,P00788,2024-03-26,ios,ID,1804,2,0
S0018102,P00788,2024-03-26,ios,ID,710,2,2
S0018103,P00788,2024-03-26,ios,ID,855,8,1
S0018104,P00788,2024-03-27,ios,ID,1961,3,2
S0018105,P00788,2024-03-27,ios,ID,1674,8,0
S0018106,P00788,2024-03-28,ios,ID,2026,7,3
S0018107,P00789,2024-02-17,ios,FR,1759,7,3
S0018108,P00789,2024-02-18,ios,FR,5400,2,2
S0018109,P00789,2024-02-18,ios,FR,1950,6,2
S0018110,P00789,2024-02-18,ios,FR,1440,1,1
S0018111,P00789,2024-02-19,ios,FR,1921,4,0
S0018112,P00789,2024-02-19,ios,FR,3334,1,1
S0018113,P00789,2024-02-19,ios,FR,1754,8,1
S0018114,P00789,2024-02-19,ios,FR,2726,5,3
S0018115,P00789,2024-02-20,ios,FR,2293,7,3
S0018116,P00789,2024-02-20,ios,FR,1518,6,3
S0018117,P00789,2024-02-20,ios,FR,1932,1,0
S0018118,P00789,2024-02-20,ios,FR,4719,6,2
S0018119,P00789,2024-02-20,ios,FR,2091,3,1
S0018120,P00789,2024-02-22,ios,FR,1000,6,2
S0018121,P00789,2024-02-23,ios,FR,1492,3,0
S0018122,P00789,2024-02-23,ios,FR,508,1,1
S0018123,P00789,2024-02-23,ios,FR,1963,4,3
S0018124,P00789,2024-02-23,ios,FR,3972,1,1
S0018125,P00789,2024-02-24,ios,FR,808,4,1
S0018126,P00789,2024-02-25,ios,FR,1977,8,3
S0018127,P00789,2024-02-25,ios,FR,3265,8,0
S0018128,P00789,2024-02-26,ios,FR,3479,5,2
S0018129,P00789,2024-02-26,ios,FR,3896,2,0
S0018130,P00789,2024-02-26,ios,FR,589,6,1
S0018131,P00789,2024-02-29,ios,FR,2447,1,1
S0018132,P00789,2024-02-29,ios,FR,732,4,3
S0018133,P00789,2024-02-29,ios,FR,993,7,1
S0018134,P00789,2024-03-01,ios,FR,2959,3,3
S0018135,P00789,2024-03-01,ios,FR,1987,3,2
S0018136,P00789,2024-03-01,ios,FR,2795,5,3
S0018137,P00789,2024-03-01,ios,FR,1035,1,1
S0018138,P00789,2024-03-01,ios,FR,4377,8,2
S0018139,P00789,2024-03-02,ios,FR,2732,7,1
S0018140,P00789,2024-03-02,ios,FR,3082,4,1
S0018141,P00790,2024-01-09,android,US,945,6,2
S0018142,P00790,2024-01-09,android,US,3651,8,2
S0018143,P00790,2024-01-11,android,US,1495,2,0
S0018144,P00790,2024-01-11,android,US,1252,3,0
S0018145,P00790,2024-01-12,android,US,2631,6,2
S0018146,P00790,2024-01-13,android,US,2565,5,0
S0018147,P00790,2024-01-14,android,US,1087,4,1
S0018148,P00790,2024-01-14,android,US,5400,8,1
S0018149,P00790,2024-01-14,android,US,5370,8,0
S0018150,P00790,2024-01-15,android,US,2599,4,1
S0018151,P00790,2024-01-15,android,US,2340,6,1
S0018152,P00790,2024-01-15,android,US,2203,5,1
S0018153,P00790,2024-01-15,android,US,713,4,2
S0018154,P00790,2024-01-16,android,US,1934,3,1
S0018155,P00790,2024-01-16,android,US,1919,3,0
S0018156,P00790,2024-01-16,android,US,1279,2,2
S0018157,P00790,2024-01-16,android,US,1501,8,0
S0018158,P00790,2024-01-17,android,US,433,2,2
S0018159,P00790,2024-01-19,android,US,936,4,1
S0018160,P00790,2024-01-19,android,US,3143,6,2
S0018161,P00790,2024-01-20,android,US,5108,8,0
S0018162,P00790,2024-01-20,android,US,1026,3,2
S0018163,P00790,2024-01-21,android,US,2017,5,0
S0018164,P00790,2024-01-26,android,US,3494,2,2
S0018165,P00790,2024-01-26,android,US,1323,4,0
S0018166,P00790,2024-01-29,android,US,2712,6,0
S0018167,P00790,2024-01-29,android,US,1771,6,0
S0018168,P00790,2024-01-29,android,US,3693,7,1
S0018169,P00790,2024-01-30,android,US,837,5,0
S0018170,P00791,2024-03-05,ios,IN,931,2,1
S0018171,P00791,2024-03-05,ios,IN,2138,1,1
S0018172,P00791,2024-03-07,ios,IN,1915,7,3
S0018173,P00791,2024-03-08,ios,IN,1747,3,3
S0018174,P00791,2024-03-09,ios,IN,2554,4,3
S0018175,P00791,2024-03-10,ios,IN,1034,8,0
S0018176,P00791,2024-03-11,ios,IN,794,1,1
S0018177,P00791,2024-03-13,ios,IN,1339,2,2
S0018178,P00791,2024-03-13,ios,IN,1432,3,2
S0018179,P00791,2024-03-13,ios,IN,1525,5,3
S0018180,P00791,2024-03-13,ios,IN,3871,7,1
S0018181,P00791,2024-03-13,ios,IN,2870,4,3
S0018182,P00791,2024-03-14,ios,IN,2489,4,0
S0018183,P00791,2024-03-14,ios,IN,2065,5,3
S0018184,P00791,2024-03-16,ios,IN,1393,4,3
S0018185,P00791,2024-03-16,ios,IN,1083,7,0
S0018186,P00791,2024-03-16,ios,IN,881,5,0
S0018187,P00791,2024-03-18,ios,IN,1191,8,0
S0018188,P00791,2024-03-18,ios,IN,1762,6,3
S0018189,P00791,2024-03-22,ios,IN,904,3,3
S0018190,P00791,2024-03-22,ios,IN,2001,2,0
S0018191,P00791,2024-03-24,ios,IN,1608,6,2
S0018192,P00791,2024-03-24,ios,IN,1424,8,2
S0018193,P00791,2024-03-24,ios,IN,3629,2,2
S0018194,P00791,2024-03-24,ios,IN,413,1,0
S0018195,P00792,2024-03-23,android,IN,1436,4,3
S0018196,P00792,2024-03-24,android,IN,440,2,2
S0018197,P00792,2024-03-24,android,IN,2086,7,3
S0018198,P00792,2024-03-24,android,IN,2856,1,1
S0018199,P00792,2024-03-24,android,IN,803,1,1
S0018200,P00792,2024-03-25,android,IN,867,6,3
S0018201,P00792,2024-03-25,android,IN,652,3,2
S0018202,P00792,2024-03-25,android,IN,1878,2,1
S0018203,P00793,2024-02-13,android,DE,1473,5,2
S0018204,P00793,2024-02-13,android,DE,1529,4,3
S0018205,P00793,2024-02-14,android,DE,1449,2,2
S0018206,P00793,2024-02-14,android,DE,1008,1,1
S0018207,P00793,2024-02-15,android,DE,3565,1,1
S0018208,P00793,2024-02-15,android,DE,2128,4,2
S0018209,P00793,2024-02-15,android,DE,888,8,2
S0018210,P00793,2024-02-15,android,DE,1187,3,1
S0018211,P00793,2024-02-16,android,DE,1071,1,1
S0018212,P00793,2024-02-16,android,DE,4203,4,2
S0018213,P00793,2024-02-17,android,DE,2770,4,0
S0018214,P00793,2024-02-20,android,DE,1675,5,2
S0018215,P00793,2024-02-20,android,DE,5035,4,1
S0018216,P00793,2024-02-21,android,DE,4320,2,1
S0018217,P00793,2024-02-26,android,DE,1574,3,3
S0018218,P00793,2024-02-27,android,DE,1413,3,1
S0018219,P00793,2024-02-27,android,DE,1454,7,1
S0018220,P00793,2024-02-27,android,DE,1020,7,0
S0018221,P00793,2024-02-27,android,DE,5117,8,0
S0018222,P00793,2024-02-28,android,DE,988,4,2
S0018223,P00793,2024-03-03,android,DE,3044,5,2
S0018224,P00793,2024-03-04,android,DE,2736,4,2
S0018225,P00793,2024-03-05,android,DE,1505,2,2
S0018226,P00793,2024-03-12,android,DE,5356,5,0
S0018227,P00793,2024-03-12,android,DE,709,1,1
S0018228,P00793,2024-03-12,android,DE,1723,8,3
S0018229,P00793,2024-03-12,android,DE,1348,5,1
S0018230,P00793,2024-03-12,android,DE,3217,2,1
S0018231,P00793,2024-03-13,android,DE,2235,2,0
S0018232,P00793,2024-03-13,android,DE,641,1,1
S0018233,P00794,2024-01-02,android,US,3803,1,1
S0018234,P00794,2024-01-02,android,US,2419,7,2
S0018235,P00794,2024-01-02,android,US,971,3,1
S0018236,P00794,2024-01-02,android,US,1465,3,0
S0018237,P00794,2024-01-03,android,US,828,5,1
S0018238,P00794,2024-01-03,android,US,1631,3,2
S0018239,P00794,2024-01-03,android,US,1978,8,0
S0018240,P00794,2024-01-04,android,US,1479,5,2
S0018241,P00794,2024-01-04,android,US,1379,1,0
S0018242,P00794,2024-01-05,android,US,687,5,2
S0018243,P00794,2024-01-05,android,US,2213,1,0
S0018244,P00794,2024-01-06,android,US,569,1,1
S0018245,P00794,2024-01-08,android,US,1842,8,2
S0018246,P00794,2024-01-08,android,US,614,3,0
S0018247,P00794,2024-01-10,android,US,1863,5,2
S0018248,P00794,2024-01-12,android,US,1801,3,0
S0018249,P00794,2024-01-15,android,US,2303,6,1
S0018250,P00794,2024-01-15,android,US,3033,6,3
S0018251,P00794,2024-01-16,android,US,3389,8,3
S0018252,P00794,2024-01-16,android,US,688,3,0
S0018253,P00794,2024-01-16,android,US,1745,3,3
S0018254,P00794,2024-01-19,android,US,5400,3,2
S0018255,P00794,2024-01-19,android,US,1941,1,1
S0018256,P00794,2024-01-20,android,US,1097,1,0
S0018257,P00794,2024-01-20,android,US,1723,8,2
S0018258,P00794,2024-01-21,android,US,1436,6,2
S0018259,P00794,2024-01-21,android,US,892,8,2
S0018260,P00794,2024-01-22,android,US,3045,7,0
S0018261,P00794,2024-01-22,android,US,2567,6,3
S0018262,P00794,2024-01-23,android,US,811,1,1
S0018263,P00794,2024-01-23,android,US,1709,1,0
S0018264,P00794,2024-01-24,android,US,1287,1,0
S0018265,P00795,2024-02-23,android,TR,691,8,3
S0018266,P00795,2024-02-23,android,TR,773,6,2
S0018267,P00795,2024-02-24,android,TR,845,1,1
S0018268,P00795,2024-02-24,android,TR,1745,1,0
S0018269,P00795,2024-02-24,android,TR,1373,8,1
S0018270,P00795,2024-02-24,android,TR,1016,2,2
S0018271,P00795,2024-02-24,android,TR,1429,4,0
S0018272,P00795,2024-02-25,android,TR,2831,1,1
S0018273,P00795,2024-02-26,android,TR,2239,7,0
S0018274,P00795,2024-02-26,android,TR,3298,5,3
S0018275,P00795,2024-02-27,android,TR,1576,8,1
S0018276,P00795,2024-02-27,android,TR,4729,5,1
S0018277,P00795,2024-02-27,android,TR,2227,3,1
S0018278,P00795,2024-02-28,android,TR,1348,4,2
S0018279,P00795,2024-02-28,android,TR,1911,4,3
S0018280,P00795,2024-02-28,android,TR,855,7,1
S0018281,P00795,2024-02-29,android,TR,1504,4,0
S0018282,P00795,2024-03-01,android,TR,2340,5,1
S0018283,P00795,2024-03-05,android,TR,2609,8,2
S0018284,P00795,2024-03-06,android,TR,1413,4,2
S0018285,P00795,2024-03-06,android,TR,5400,1,1
S0018286,P00795,2024-03-06,android,TR,1630,6,2
S0018287,P00795,2024-03-07,android,TR,660,1,1
S0018288,P00795,2024-03-07,android,TR,3744,5,2
S0018289,P00795,2024-03-07,android,TR,2602,4,1
S0018290,P00795,2024-03-11,android,TR,2077,3,1
S0018291,P00795,2024-03-11,android,TR,1367,2,0
S0018292,P00795,2024-03-11,android,TR,2289,4,3
S0018293,P00795,2024-03-11,android,TR,4776,1,0
S0018294,P00795,2024-03-12,android,TR,2040,3,3
S0018295,P00795,2024-03-12,android,TR,748,1,0
S0018296,P00795,2024-03-12,android,TR,227,7,0
S0018297,P00795,2024-03-13,android,TR,2277,1,1
S0018298,P00795,2024-03-15,android,TR,1000,5,0
S0018299,P00795,2024-03-15,android,TR,1703,1,1
S0018300,P00795,2024-03-15,android,TR,1112,8,3
S0018301,P00795,2024-03-18,android,TR,1065,7,1
S0018302,P00795,2024-03-21,android,TR,1142,5,1
S0018303,P00795,2024-03-21,android,TR,1206,2,1
S0018304,P00796,2024-03-03,android,FR,2880,3,0
S0018305,P00796,2024-03-03,android,FR,2550,5,1
S0018306,P00796,2024-03-04,android,FR,875,5,1
S0018307,P00796,2024-03-05,android,FR,950,1,1
S0018308,P00796,2024-03-05,android,FR,2269,2,2
S0018309,P00796,2024-03-07,android,FR,3399,2,1
S0018310,P00796,2024-03-07,android,FR,3368,5,2
S0018311,P00796,2024-03-08,android,FR,990,8,2
S0018312,P00796,2024-03-09,android,FR,3273,1,0
S0018313,P00796,2024-03-09,android,FR,622,5,0
S0018314,P00796,2024-03-11,android,FR,1600,7,1
S0018315,P00796,2024-03-12,android,FR,2421,2,0
S0018316,P00796,2024-03-13,android,FR,519,8,3
S0018317,P00796,2024-03-13,android,FR,5400,1,0
S0018318,P00796,2024-03-17,android,FR,4007,7,2
S0018319,P00796,2024-03-21,android,FR,2665,8,1
S0018320,P00796,2024-03-23,android,FR,1013,2,0
S0018321,P00796,2024-03-23,android,FR,1735,2,2
S0018322,P00796,2024-03-26,android,FR,2905,5,2
S0018323,P00796,2024-03-26,android,FR,921,8,0
S0018324,P00796,2024-03-26,android,FR,1622,4,0
S0018325,P00797,2024-01-14,android,IN,3122,8,1
S0018326,P00797,2024-01-14,android,IN,737,4,1
S0018327,P00797,2024-01-14,android,IN,2207,6,1
S0018328,P00797,2024-01-14,android,IN,630,4,3
S0018329,P00797,2024-01-15,android,IN,1026,1,1
S0018330,P00797,2024-01-16,android,IN,1335,1,1
S0018331,P00797,2024-01-16,android,IN,2460,3,3
S0018332,P00797,2024-01-19,android,IN,1187,6,2
S0018333,P00797,2024-01-20,android,IN,1949,2,2
S0018334,P00797,2024-01-20,android,IN,1197,7,1
S0018335,P00797,2024-01-20,android,IN,1315,6,1
S0018336,P00797,2024-01-21,android,IN,3829,4,2
S0018337,P00797,2024-01-21,android,IN,906,8,2
S0018338,P00797,2024-01-21,android,IN,2851,3,1
S0018339,P00797,2024-01-21,android,IN,1806,5,1
S0018340,P00797,2024-01-23,android,IN,1280,4,2
S0018341,P00797,2024-01-23,android,IN,870,3,3
S0018342,P00797,2024-01-26,android,IN,908,5,2
S0018343,P00797,2024-01-27,android,IN,1160,5,0
S0018344,P00797,2024-01-31,android,IN,1652,7,0
S0018345,P00797,2024-01-31,android,IN,2596,2,2
S0018346,P00797,2024-01-31,android,IN,1509,4,3
S0018347,P00797,2024-01-31,android,IN,1571,8,1
S0018348,P00797,2024-02-03,android,IN,1719,7,0
S0018349,P00797,2024-02-03,android,IN,2406,8,1
S0018350,P00797,2024-02-03,android,IN,2662,5,2
S0018351,P00797,2024-02-07,android,IN,786,8,0
S0018352,P00797,2024-02-07,android,IN,1526,7,2
S0018353,P00797,2024-02-09,android,IN,3776,8,1
S0018354,P00797,2024-02-09,android,IN,820,3,1
S0018355,P00797,2024-02-10,android,IN,1890,5,1
S0018356,P00797,2024-02-10,android,IN,1631,1,0
S0018357,P00797,2024-02-10,android,IN,1286,1,1
S0018358,P00797,2024-02-10,android,IN,4696,7,2
S0018359,P00797,2024-02-16,android,IN,1848,4,2
S0018360,P00798,2024-02-25,ios,GB,4476,7,3
S0018361,P00798,2024-02-26,ios,GB,1814,7,0
S0018362,P00798,2024-02-26,ios,GB,2383,3,0
S0018363,P00798,2024-02-27,ios,GB,1278,8,3
S0018364,P00798,2024-02-27,ios,GB,1287,7,3
S0018365,P00798,2024-02-27,ios,GB,2311,5,0
S0018366,P00798,2024-02-27,ios,GB,2336,5,2
S0018367,P00798,2024-02-27,ios,GB,2588,1,1
S0018368,P00798,2024-02-28,ios,GB,2266,3,2
S0018369,P00798,2024-02-28,ios,GB,810,2,2
S0018370,P00798,2024-02-28,ios,GB,1114,2,0
S0018371,P00798,2024-02-28,ios,GB,3010,6,2
S0018372,P00798,2024-02-29,ios,GB,558,3,1
S0018373,P00798,2024-02-29,ios,GB,2155,8,0
S0018374,P00798,2024-02-29,ios,GB,1690,4,3
S0018375,P00798,2024-02-29,ios,GB,3010,3,2
S0018376,P00798,2024-02-29,ios,GB,2321,1,1
S0018377,P00798,2024-03-01,ios,GB,1213,4,1
S0018378,P00798,2024-03-01,ios,GB,1181,4,2
S0018379,P00798,2024-03-03,ios,GB,1321,8,3
S0018380,P00798,2024-03-03,ios,GB,2560,3,3
S0018381,P00798,2024-03-04,ios,GB,454,2,1
S0018382,P00798,2024-03-04,ios,GB,1987,2,0
S0018383,P00798,2024-03-05,ios,GB,1064,4,3
S0018384,P00798,2024-03-05,ios,GB,2027,6,0
S0018385,P00798,2024-03-05,ios,GB,2223,5,0
S0018386,P00798,2024-03-05,ios,GB,666,3,0
S0018387,P00798,2024-03-05,ios,GB,1577,2,0
S0018388,P00798,2024-03-07,ios,GB,1984,8,1
S0018389,P00798,2024-03-07,ios,GB,1906,7,2
S0018390,P00798,2024-03-08,ios,GB,1680,5,3
S0018391,P00798,2024-03-09,ios,GB,869,6,2
S0018392,P00798,2024-03-13,ios,GB,952,1,0
S0018393,P00798,2024-03-13,ios,GB,790,2,0
S0018394,P00798,2024-03-13,ios,GB,2521,1,1
S0018395,P00798,2024-03-13,ios,GB,1686,3,0
S0018396,P00798,2024-03-14,ios,GB,1752,8,3
